base_graph_id,n,d,k,greedy,optimum,upper,initial_upper,certified_optimal,initial_certified_optimal,trivial_endpoint,tightening,upper_over_optimum,relative_upper_slack,greedy_ratio,certified_ratio,relative_gap_bound
r2-exploration-n16-d3-r0186,16,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0186,16,3,6,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0186,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0186,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0186,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0187,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0187,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0187,16,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n16-d3-r0187,16,3,4,10,12,12,12,0,0,0,0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666663
r2-exploration-n16-d3-r0187,16,3,6,13,15,15,15,0,0,0,0,1.0,0.0,0.8666666666666667,0.8666666666666667,0.1333333333333333
r2-exploration-n16-d3-r0187,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0187,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0187,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,6,14,14,14,14,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,8,14,14,14,14,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,11,14,14,14,14,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0188,16,3,16,14,14,14,14,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0189,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0189,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0189,16,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n16-d3-r0189,16,3,4,10,12,12,12,0,0,0,0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666663
r2-exploration-n16-d3-r0189,16,3,6,12,15,15,15,0,0,0,0,1.0,0.0,0.8,0.8,0.19999999999999996
r2-exploration-n16-d3-r0189,16,3,8,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n16-d3-r0189,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0189,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0190,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0190,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0190,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0190,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0190,16,3,6,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n16-d3-r0190,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0190,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0190,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0191,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0191,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0191,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0191,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0191,16,3,6,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n16-d3-r0191,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0191,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0191,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0192,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0192,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0192,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0192,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0192,16,3,6,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n16-d3-r0192,16,3,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0192,16,3,11,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0192,16,3,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0193,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0193,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0193,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0193,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0193,16,3,6,14,16,16,16,0,0,0,0,1.0,0.0,0.875,0.875,0.125
r2-exploration-n16-d3-r0193,16,3,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0193,16,3,11,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0193,16,3,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0194,16,3,6,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0194,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0195,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0195,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0195,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0195,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0195,16,3,6,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n16-d3-r0195,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0195,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0195,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0196,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0196,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0196,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0196,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0196,16,3,6,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n16-d3-r0196,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0196,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0196,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,6,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n16-d3-r0197,16,3,8,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,11,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0197,16,3,16,15,15,15,15,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0198,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0198,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0198,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0198,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0198,16,3,6,14,16,16,16,0,0,0,0,1.0,0.0,0.875,0.875,0.125
r2-exploration-n16-d3-r0198,16,3,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0198,16,3,11,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0198,16,3,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0199,16,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0199,16,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0199,16,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0199,16,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d3-r0199,16,3,6,14,16,16,16,0,0,0,0,1.0,0.0,0.875,0.875,0.125
r2-exploration-n16-d3-r0199,16,3,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0199,16,3,11,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d3-r0199,16,3,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0000,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0000,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0000,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0000,16,4,4,14,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,1.0,0.875,0.125
r2-exploration-n16-d4-r0000,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0000,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0000,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0001,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0001,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0001,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0001,16,4,4,14,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,0.9333333333333333,0.875,0.125
r2-exploration-n16-d4-r0001,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0001,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0001,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0002,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0002,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0002,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0002,16,4,4,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n16-d4-r0002,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0002,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0002,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0003,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0003,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0003,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0003,16,4,4,13,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,0.9285714285714286,0.8125,0.1875
r2-exploration-n16-d4-r0003,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0003,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0003,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0004,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0004,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0004,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0004,16,4,4,13,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,0.9285714285714286,0.8125,0.1875
r2-exploration-n16-d4-r0004,16,4,6,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n16-d4-r0004,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0004,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0005,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0005,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0005,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0005,16,4,4,14,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,0.9333333333333333,0.875,0.125
r2-exploration-n16-d4-r0005,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0005,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0005,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0006,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0006,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0006,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0006,16,4,4,14,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,1.0,0.875,0.125
r2-exploration-n16-d4-r0006,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0006,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0006,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0007,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0007,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0007,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0007,16,4,4,13,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,0.8666666666666667,0.8125,0.1875
r2-exploration-n16-d4-r0007,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0007,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0007,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0008,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0008,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0008,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0008,16,4,4,13,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,0.9285714285714286,0.8125,0.1875
r2-exploration-n16-d4-r0008,16,4,6,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n16-d4-r0008,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0008,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0009,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0009,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0009,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0009,16,4,4,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n16-d4-r0009,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0009,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0009,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0010,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0010,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0010,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0010,16,4,4,14,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,1.0,0.875,0.125
r2-exploration-n16-d4-r0010,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0010,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0010,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0011,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0011,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0011,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0011,16,4,4,14,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,0.9333333333333333,0.875,0.125
r2-exploration-n16-d4-r0011,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0011,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0011,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0012,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0012,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0012,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0012,16,4,4,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n16-d4-r0012,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0012,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0012,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0013,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0013,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0013,16,4,3,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n16-d4-r0013,16,4,4,13,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,0.8666666666666667,0.8125,0.1875
r2-exploration-n16-d4-r0013,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0013,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0013,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0014,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0014,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0014,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0014,16,4,4,14,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,0.9333333333333333,0.875,0.125
r2-exploration-n16-d4-r0014,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0014,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0014,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0015,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0015,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0015,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0015,16,4,4,14,14,16,16,0,0,0,0,1.1428571428571428,0.14285714285714285,1.0,0.875,0.125
r2-exploration-n16-d4-r0015,16,4,6,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0015,16,4,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0015,16,4,16,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0016,16,4,1,4,4,4,4,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0016,16,4,2,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n16-d4-r0016,16,4,3,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
